text,hate
"Unfollow and unlike this  Indian express always spreads negativity, don't let them get followers and our attention towards their posts",1
Happy birthday @BarackObama .. our last real @POTUS44 ... #Fucktrump https://t.co/eFO34AY4rx,0
Any idea whether sugar stocks will do well ahead of the festive season?,0
Pic 1- icc chiefs  Pic 2- watching  mausam aaj tak    @memeswalabanda @kaamKiBakwas @Memeswalibandii @Sagarcasm_MUFC   #ShameOnICC https://t.co/Hmli7i4AHh,1
We will enjoy cricket without India. Indian players always fear with bounce pitches,1
Will scrap rule effect old vehicle which is in mint condition also ? #nitingadkari,0
"Poor people and farmers are suffering big time and they are definitely not black money hoarders. Real black money hoarders are sitting  in your meeting,  listening and clapping. I visited India and went to Haryana and talked to the farmers. None of the farmers were happy about govt policies. Pls do something for farmers.",1
You army entered like thief's in our territory.  Your army-men are cowards. India did surgical strikes and informed informed your army.,1
"To make your country great, do:  -invest in education rather than incarceration.  -make discrimination in all forms punishable by law.  -invest in the arts.  -pay a livable minimum wage.  Do not:  -roll back protections for an already hugely marginalised community.    #pride #fucktrump",0
We're about to get our own trump #BorisJohnsonShouldNotBePM #borisjohnsonisaclown https://t.co/z4Qa7L0coc,0
Award giving committee also consist of JNU supporters only. They say you are named on award giving committee only if you are giving award to JNU only.,1
"Toddlers can just walk out the door of detention camps and be free, but Republicans cant tear themselves away from Trump? ",1
#INDvAUS  #Indian #ICCWorldCup2019 #WorldCup2019 #IndiaWithDhoni #DhoniKeepsTheGlove #indiancricketheroes #AUSvIND #Australia #auspol   Who will win today's match ?  1  INDIANS SHOW YOUR POWER🇮🇳   2 AUSTRALIANS SHOW YOUR POWER 🇦🇺     You both have 8 hrs to show your team power.,0
Yes,0
@jakthedevil @ICC These kind of tweets and logics are result of watching Kapil Sharma’s show. That’s all.     #DhoniKeepsTheGlove #Dhoni #CWC19 #TeamIndia https://t.co/fA86oCa7na,0
@realDonaldTrump And you #TrumpLiesEveryTimeHeSpeaks #TrumpsAnInternationalDisgrace #TrumpIsANationalSecurityThreat #TrumpIsATraitor #TrumpIsADisgrace #TrumpIsNotAboveTheLaw,1
"That's what happens when Aryens in our country largely illiterates are ruling Literare n knowledgable Dravidians . 
EC should not allow anyone below a graduate ( certainly not North Indian UP type of graduates) to vote in elections .",1
Is Siemens still a good buy in the large cap space?,0
I didnt sell my laptop I bought with the money which I saved to buy laptop,0
#whereisboris  Hiding in plain sight like all bullies.  #BorisJohnsonShouldNotBePM,1
"Don't forget, you are learning anti humanity lesson in your madaresa class",1
"This is #douchebag Stan Kroenke. He says he moved the Rams b/c St. Louis is only a baseball town. However, there were more @StLouisBlues fans tonight at the Enterprise Center and Busch Stadium watching the Blues on jumbotrons than who watched Stan's shitty Rams teams in person. https://t.co/nUnoi31x1u",1
"I bought edelweiss at 36, should i stay invested or book profit",0
On what grounds would the RBI circulate Rs5000 and 10000 notes? What's the math behind the multiplier effect? Sounds very vague when you say that!!!,0
icicibank disaster !!!,1
"Is this really so difficult for you to understand, or are you being disingenuous?",1
He may assault the animals too.,1
"Poor lady, if doctors weren’t on strike, she would have atleast got psychiatric help for her mental illness. #DoctorsFightBack #SaveBengal https://t.co/EJ74yJZCDC",0
"Why new name???
Pulsar 400CC ll be better. 
Pulsar is a hit model and name too.....
""Definitely male"" tagline is superb and it's better than its new tagline ""The Fastest Indian"" ! 

Dominar is not as much punching than Pulsar !!!

Anyways Good luck.... 

NB: Its not at all easy n not a good idea to have a competition with the Mighty Royal Enfield ! :p",0
Misspelled 'getting evicted from medieval monastery you can't afford'  #BolsonaroEnvergonhaoBrasil #douchebag https://t.co/WCAAJBhib9,0
"JSW the same group considered to have taken NAMO to Pakistan on Nawazs' birthday..!!?
Has it come out of iron-ore and coalgate SCAMS.?
Wt is latest on CBI investigation ??",1
fire meth barbie  #TrumpsWorseThanNixon #ResignOrBeImpeached @realDonaldTrump #BillionDollarLoser #FakePresident #TrumpCrimeFamily #ImpeachTrump #TrumpMustResign @funder @SHSanders45 #StableGenius #BeBest #PutinsGOP #CadetBoneSpurs #TrumpsAnInternationalDisgrace #TrumpIsATraitor https://t.co/zzEMgjvJlc,0
There is nothing wrong or right .....it is the way you look at your own geomentry of the brain ....reorientation for  neil is recommended to fix is brain from the virus,0
"Only 8 teams in Cricket🖕😂
 Indian Express says Competing teams😂😂😂",0
"Congress gives trigger to Modi turning gun towards themselves then provokes him- result we have seen ""Dogs"" loyality parampara",1
"The people like him , that's all that matters",0
"#GandiNaaliAbuse this shows the mindset, even after such drubbing, it's unfortunate that they haven't learnt any lesson. 2024 again Modi, Parliament Speaker has got right to dismiss this man r suspend at least 4 two sessions. (Up to winter session)",1
I was going to comment but then I see that you're a bot ...soooooo never mind.    #fucktRump   #veteransagainsttRump,1
The US #military is not briefing @realDonaldTrump on major cyber warfare operations against #Russia &amp; other hostile foreign powers. They don't trust him not to betray operations TO those enemy nations - because he's already done it before. #TrumpIsATraitor #ImpeachmentInquiryNow,0
"Saffron coloured lotus..... 
Vague ideas and imaginations... 
 Sadly some are born with lack of common sense....",1
@TrampFuneral Hmmm...    'Consultative'    #dickhead https://t.co/TwxwapeaJK,1
#DoctorsStrike Mass Murderer Yasin Malik has human rights but doctors don't have!Save doctors of ur state B4 crying 4 save democracy.  West Bengal want Freedom from @MamataOfficial.   West Bengal want freedom from violence&amp;political Terrorism.#DoctorsFightBack,0
"Also , mob violence has happened many parts of India even on bike stealers.
So change ur biased mind.",1
Watching now they see us... #fucktrump,0
"#DhoniKeepsTheGlove irony is that  some swines in india are also saying rule are rules, what an idiots, but the fact is @ICC is un-necessarily politicising this and raising as an issue.",0
"Bengal doctors agree to meet with Mamata Banerjee, set one condition https://www.ndtv.com/india-news/bengal-doctors-on-strike-agree-to-meet-with-chief-minister-mamata-banerjee-2054156 …",0
That was blessing I gave u to own cars.... U r the only one who can refuse a blessing... No problem you only use the cars but I'll pray I own them someday...,1
😂😂😂😂 did u say the same thing when kejriwal was slapped or he was inked ?,1
Tell someone who gives a shit. #Murderer https://t.co/j6wJIIuCTC,0
Modi ji plzz organize a nationwide BURNOL CAMP  after Demonetization nation needs it .... Lol...,1
"@Julio_Rosas11 @JoeBiden How about instead of waiting for another year or two,  your top secret biologist get together with people and do it now. Or is it that you are going to reward them and their suffering loved ones after they vote for you? #Douchebag !!!",0
Bought Indian Overseas Bank NSE @ 25.85 .please suggest what to do,0
Give me your account number I will give you.  But first show me the video where modi promised you 15 lakhs.,1
Hi Anuj & Sonia Shenoy always plzr to listen u. what view on banknifty,0
@ICC @ICCCAD @BCCI   Poorest management of #CWC19   Need to change venues  Please take a look of geographical  And environmental conditions  Not only on gloves.....  #ShameOnICC,1
"#ENTERTAINMENT | ""The suit starts doing a bunch of stuff. You know, it does a holographic interface, and things like that"" - Producer Eric Carroll 
#SpiderManHomecoming",0
I support Sonu Nigam,1
Perhaps AAP could field Ghuggi or Bhagwant Mann here...,1
"do you believe this news ? .....lets us assume even if the news is real .....p.m election campaign from 2014 -

total number of days wasted -45",1
"@Explore_Islam told you Islam is not fair. No point discussing it any further.   Islam is a disgrace, it treats women as unequals in society. Why would any western country politician want to import more of this cult? Sheer madness.",1
"Indian False Flag Exposed 

The bad Beef between the Regulars of Indian Army and conscripts of BSF/CPRF recently can To attention . The videos by various BSF and CPRF about the conditions of soldier and inhuman treatment by their Officers had angered the Indian Army high Command . 
As seen previous RAW can and will do what ever it takes to create a pretext to war or at least for the desperately needed international support in Kashmir. Lives of a few Dalit soldier won't mean anything for them.",0
just politics,1
"This is really a subject of stupidity , aam Aadmi is the sufferrer , y was 1000 ,100,500, not been launched first n y was it tht 2000 a first launch.,.simple all the black huge some would be saved safeguarded...chai wala thinks he is really brilliant n he is the God for the nation...no one has did nothing in this previous decades. Y Is attacking only Karnataka govt y not other states.......",1
@ICC @HomeOfCricket @englandcricket @askBCCI @cricketausmedia     How can ICC organise a world cup in such weather. Its highly unfair to teams and biased on part of ICC. #shameonicc https://t.co/wvKcaPNDJ6,0
Deleting 33k emails with recipes in them is the real obstruction... 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 #dickhead https://t.co/Ens564GEm5,0
It's Getting Pretty Hard Not To Get Ejected From A Game Ángel Hernández Is Umpiring https://t.co/2jxSoCxe3I #Douchebag,1
"She's a brave, outspoken soul. No mincing words or being overly fake on the show - she was frank and outspoken. The best part was that she didn't care to butter up KJO, knowing fully well that he is powerful in the film industry. And yes- the industry is full of relatives, friends, star kids, established models and beauty queens. Very few get a chance with big time directors like KJO just cause of their talent.",0
Former Trump advisor George Nader ordered jailed until his child porn trial #Resist #ResistTrump #FuckTrump https://t.co/ALmbyrvo9P,0
It is good to see Myntra collaborate to mango. Congrats,0
"@realDonaldTrump So someone doesn't accept your lies. Suck it up, Bone Spurs, the office of president isn't about you; it's about the integrity, ethics, responsibity, and humanity of the USA.  #WorstPresidentEver  #NoOneIsAboveTheLaw   #TreasonWeasel   #gopcompicit  #TrumpCrimeFamily   #TrumpIsATraitor",1
shah rukh kahn must n=be given a punish seroiusly ou acting lke that to a girl..,1
Who  will do the forensic audit of the bank auditors !,1
Thanks a lot Sonia.......and another thing is i am long in sunpharma whats ur view?,0
@The_OJSimpson32 That hurts? What about all the lives you destroyed #douchebag do everyone a favour and disappear,0
Sikulars will never ever agree and say that  muslims and Dalits voted for Modi or BJP. They would like Indians to be eternally divided. Mark that Muslim women and dalits have voted massively for BJP in every state.,0
"On this day, we remember a man people respect. No. NOT the faje bone-spurred coward @realDonaldTrump #FuckTrump🖕   Today is ALL ABOUT   WAR HERO #JohnMcain   #JohnMcCainDayJune14",1
Y u added that things dalit . U think those ppls doesn't have knowledge.1st u guys change ur attitude than u hav 2 analyse others,1
now this is called the surgical strike which the enemy admit itself,0
Keni Siezo Punyu sakshi maharaj have no public support...yogi is the leader of purvanchal,1
"Utter bs.
He was sleeping all the while since GST is being discussed.
They all are in deep slumber & taking a break on TV.",1
Senate Republicans say campaigns should call FBI over foreign dirt #Resist #ResistTrump #FuckTrump https://t.co/qyLHBSaSoa,0
"@RealSkipBayless As usual ,  your wrong. #hack #douchebag",0
Throwing stones at soldiers and manhandling them while in uniform cannot be tolerated.  The soldiers in uniform represent the supremacy of the nation and they deserve to be respected and regarded citizen,0
Don't argument with stupid person .they will drag u with their level .aftt all u are pride of India.,1
This plan is a huge success for me..if the tax ambit is increased from 2 to 10%,1
"I have no doubt my mental well being has been affected by what my country is turning into. It makes me sick. I had no idea how many stupid, racist evil people live in this country. #fucktrump",1
"@NoRemainNoGain The same people would want Johnson as PM. One message: get us out of the EU. They don't mind racists, liars, misogynists, tax cuts, xenophobes etc. because that's what they believe in too.   Johnson/ Farage is brexit on any terms for these voters.     #BorisJohnsonShouldNotBePM",1
"now on wards.....we have to follow new way with banks,,,,in previous days we were deposited our total money and we with draw what ever req. we do....but now on wards we have to do need based deposits only...",1
He even not deserve to board in train & not even to bailgadi,1
"Show more intent ? Yeah more intent than fiddling with Anushka's ti💋💋ies on valentine's day instead of preparing for the tough Oz... Now it is time for him to ✊✊✊🍄💦💧💧💧 👎
And where is IdliSambarBuddhi coach Kumble and the Sardar Joker Harbhajan whose comment has become the best Sardar joke I've heard in a while...
Gone is Kohli's swagger and snoot... He's like Mary's little lamb now...",1
Some chutiyas have just realized that India is a superpower.. India became a super power well before this chaiwala assumed office.,1
My Poppy is better than your insignia? #DhoniKeepsTheGlove,1
"Dear Islam is a holy faith and Quran is a holy book

But why all world is against Islam only. 

Why so much population blast everywhere by Muslims only

Why whenever there is a terror activity in 9 out 10 cases there is a Islamic jehadi outfit

Why women are treated as children producing machine in islam

Why Muslims prefer madrsas education rather than modem scientific education 

Why sunnis are killing there fellows who follow bit different faith

Why Muslims hate other faiths 

If one needs blood. He won't match religion but check blood group",1
"I forgot #ignorant, #uneducated, #draftdodging, #whoring, #pussygrabber, #rapist, #moneylaundering, #familyseparating, #childkilling, #employedillegals, #taxevading,  #stupid as f#uck #famialchainimmigration #putinsucking #highheelwearing #illtuxfitting and #somuchmore",1
Trump is just a straight up #douchebag #liar. He needs to save the #bullshit lies for his wives and mistresses and Not the American people.     Mexico Agreed To Deploy National Guard Months Before Deal With Trump: Report  https://t.co/e3GzpLEXLB,1
why dis defence minister not doing any thing for themm ??? why  tey r stting back put there hand cut,0
"The headlines ""he won the trust votes"" should be reworded as "" he has bought the votes""  Now, we face the hard truth that money and power wins, what else can u expect from a corrupted group ?",1
I stand by the Doctors who are fighting for their respect &amp; dignity. They save our lives &amp; are like soldiers on ground. I strongly condemn attack on them by the goons in politics. #doctors_against_assualt #DoctorsFightBack #DidiVsDoctors,0
"Strongly agreed..... Precisely that is the reason Gandhis become rhetoric. They have two choices a) Adopt true democracy model instead of democracy-family model where every institution and responsibilities/roles are manipulated based on their desire and diminishing/Marginalized the power of it. Also change the idiot position they have taken in secularism (Gone extremely left under M & C + A legacy of right wing & leader left wing ) , stop damaging state-center relationship and come out from China setback, their heart has freeze, Why? Because I had read about Gen Kaul who was related to Mr. Nehruji. This model has severe problem and country cant be ruined because of inability to think right. b) A regional out fit and then limited to 10 seats in next 10 years.... Other point related to this i want to make ""Lord has given excellent chance to Arvind Kejriwal but same mind set problem, visited few places in Left wing states and right wing states & discussed with Yogender Yadav, Sanjay Singh, Sisodia & then designed political foundation looking at Nehruvien model and added Karl Marks philosophies.

I say with firm conviction and command that south/west parties (BJP is fast getting imprint of this model) should increase their presence across the India so that we can have a fresh ideology, appropriate power sharing, strengthen state-center relationship, understanding of cultural values........",1
"@business Hey, @newbalance find other means than China. We will boycott your products as well. #boycottChina #IPtheft #humanrightsviolations",1
People will judge. Y we have to behave like arnab Goswamy way. Influencing people's mind by shouting and going only one side. People voted modi people need to decide good or bad by there own experience.,1
"@DnaZeeNews I am a Hindu Hindusthani Nationlalist.Down with Mahuwa Moitra and her supporters.She is parrot of Mamata Banerji & TMC.Abusive talk ,languge , Word, behaviour is agressive & condemed.Fascism is in West Bengal.Down with Martin Longman.Jai Hind !",0
Who r u ? U. R no way in lime light....If indias fate service through fews from last 60 years...why not with RSS ideology....lets test them too.,0
congrats ...but still not eligible to vote in the general election,0
"He is a singer,, but not a wise man ...... 

Ignore ignore ignore & more ignore him  ...

so if he feeling disturbing then he shift to another place where Azan doesn't reachable......",1
Ahamed.... Rightly said.... Agree👌,0
@nealxg This is an insult to real Americans!! #TrumpSupportersarestupid #trumpisatraitor #trumpisaliar #TrumpIsAMoron #fucktrump,0
apples nearest vendor india for asian market  ...china unsold pieces can also be shifted instantly to india.,0
You should watch this then you will feel why scholarship is given.,0
please comment on rain industry  regarding today stellar result,0
"sir, my question is ignored ? please advise, which sector is good to enter now ?",0
religious of fools,1
Royal Foldable Double Bed Mosquito Net   @ Rs.863 (mrp-2000)    https://t.co/58tPuhLJI7    Upto 55% Off on Pest Control  https://t.co/FLRIpwHAPD    https://t.co/58tPuhLJI7    #DoctorsFightBack #SaveBengal #amazon #flipkart #deals #dealoftheday #amazingdeals #offers #discount #JaiShreeRam,0
Govt does not want to do anything to erode the morale of start-ups: Electronics & IT Secy,0
@cowboytexas @MedicVet68 Projection.  #TrumpIsATraitor https://t.co/fbSmF4YIhZ,0
Trump thinks he can use a Jedi mind trick on all of us....hahahahahaha #idiotTrump https://t.co/9k3h6PIUzE,1
"Hopefully the people will realise the betrayal perpetrated on them. The state of Tamil Naadu is now ruled by a bunch of money grabbers whose head honcho is in jail for the offense of ill begotten wealth. Poverty has not been addressed. Is a TV and mixee adequate comprise for a vote? Time to reject these politicians and move to a new future. POLITICIANS NEVER GUARANTEE OUR FUTURE, ONLY THEIR OWN.",1
"So according to you it's communal only when Muslims are dead. Other innocent's lives doesn't matter? That's not communal? Dalits are one of those who consumes most meat. Can we see it as communal now after tagging ""Dalit card"" here?",0
It would be more beneficial if the same money would have spent on players before winning medals in Olympics,0
It is shame some MP are not suitable for parliament they only come to be elected for filling their pockets and idiots are paid for doing nothing.,1
Powered by Hamza Khan 💞💞,0
Hang these bloody drunken drivers in public and seize the buses.,1
"“I'm not upset that you lied to me, I'm upset that from now on I can't believe you.” (Friedrich Nietzsche)    And that goes for the rest of us, #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/rjwgSVrXKH",1
.@derekobrienmp   Quizmaster... A quiz for you.  Ask your moronic boss to solve n behave  @PMOIndia  @timesofindia  #DoctorsFightBack   #Kolkata  @AITCofficial  #India https://t.co/bP6f9lSNy8,1
Shocking but UK steel fiasco could have rightly been one of the reasons. But wonder if there is honestly a real successor to Mr Tata. And issues like this could have happened too with The Big Man around himself.,0
"Asrar, I said all religions. See I have problems with anyone using loudspeakers be it temple or mosque. Be it azan aur Navratri. 2 wrongs don't make a right. If anyone want to pray, he/she can very well go into his or her religious premise. If he or she wants to pray at home, use technology. I have problems with 5 minutes azan and 5 days of Hindu festival loudspeakers.",1
Sir bhaubali is such a movie which cannot express the fantasy of the movie.it was a really wow movement in the theater .rajmouli is the ever best director in the world please give him a Nobel prize,0
We are all human. Be compassionate for those seeking a safer life.     #buildinghumanity #supportrefugees  #refugeeswelcome #refugeestories #refugeesarewelcome #standwithrefugees #refugees #refugeecrisis #refugee #hope #standwithrefugees,0
no muslim target.. poverty and infra development will be target. muslim is our brother not a paki.,0
"Kejriwal was already known for his rti activism and anna just used him as a ploy to portray himself as the next gandhi whereas in truth he only wanted to break as many congress votes as he could to let bjp win! Now the old hypocrite is nowhere to be seen, no lokpal yet he has time to comment on the only honest party in the country! Sahi khel gya buddha!",1
"He is not a politician. He was always a social worker. He is still fighting for his cause, just not getting due attention cause the politicians are busy hogging the limelight.",0
GUILTY AS HELL😡  #murderer https://t.co/4lGG2cU9uh,1
This news will be valueless..  (He could mentioned in Our dream..)😏,1
"INDIA TV, how dare u to compare Cow with Animals, Cow is Godess, Gou mata",1
No Technical Buy. It does not show the real value of stock. Good stock at good value is not the Value buy rather Good stock with poor values is the great stock.,0
Can I meet you guyz :) I m also in same event,0
#DoctorsFightBack #MamataFrustrated    It's high time the home ministry took charge in Bengal and bring the situationn to control .    These are the things that public expect from a strong HM . 🙏  @AmitShah @AmitShahOffice @narendramodi,0
Priyaka husband is involved in scam so u want her to be pm,1
He is 9th powerful man in the world dont forget it everyone,1
Still not all states implementing it wish all states come together to implement this act .,0
Sarkar ko jb action lena h to wo chupchap ku h its wrong baate bs kawalo in se,1
"Reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion.",1
"shut up please. no more...
nation is gone to it's worst.",1
#BJP please be aware that you don't get yourselves shutdown in Kerala in this process 😂😂😂😂,1
"@anjanaomkashyap Mam.According to me instead of taking steps regarding Reservations,Green Environment..The government should take necessary steps regarding #Rape_cases in #INDIA..Its not The time of changing the girls dressing sense its about changing the #Rapist thoughts...✌✌",0
Yes he is the only politician who is a very big rouge and corupt and have cheated people of delhi my friend atleast wake up from deep sleep this type of fools should not be a politican they should go beg on the streets u blind man.,1
"Hi Anuj , is this time buy on dips strategy coupled with consistent DII's flow propel market to new high any time soon",0
@RealMarkLatham Straw man argument from the Scarecrow of Australian politics. #dickhead,0
But how many years do they expect when receiving this jumbo amount from the corrupted Indian govt. establishments..still a QQuestion???????????????,0
Can't blame the untouchables in India - born to a life of hell.,0
Why do you pakistani's roam around on Indian News Chanel Page.  Why are you so much obsessed with India? You have no shame.,1
lazydocker :  A simple terminal UI for both docker and docker-compose : https://github.com/jesseduffield/lazydocker/blob/master/README.md …,0
"Millions of simple , spiritual ,religious & moral persons besides students have been disturbed by your songs but seldom they complained",1
"Lotus is our national flower. I like the lotus very much it doesn't mean I like BJP. What the hell! The people of present India cannot live happily not because they have no reason to be happy, it is because their happiness are eclipsed by some selfish citizens seeking to provide advantages to a party by linking things with party politics. I cannot enjoy 'orange colour' because it is said to be colour of BJP. what are these happening everywhere? Did BJP get copyright on Lotus or Orange colour?",1
"//17-year old RSS worker Ananthu in Alappuzha, 20-year old BJP worker Nirmal in Thrissur, 44-year old BJP worker Jayakumar in Thrissur and a few others.// I think it is better to mention specifically who killed these BJP workers. otherwise they will definitely add these name to the incidents of 'brutal one sided killing' of BJP workers in kerala. it is sanghis and spreading lies is their game!",1
So that Modi doesnt have to campaign separately... Feku and his never ending gimmicks,1
Good job sir but cash dispersement should have beenin a better way so that common man shall have least impact.,1
Y he is not recovering loans from big corporates who owe to this country,1
@realDonaldTrump Clinton got the majority vote. You got Russian help #TrumpIsATraitor #JohnMCainDay,0
Let see in screen...he  s god gifted actor..wil make ur deep throat aknowledgment to make prove,1
Very Sad to See the title! And very proud to have kumar in our country! Same on you #IndianExpress,1
Then take permission before doing all this crap on streets.,1
Now trump has to look for an even more evil guy to replace him. Draining the swamp ...,1
"#Facists natalie. Refer to @gop as  #Fascists    The Fascists’ planks:  • pro russia  • pro racism, sexism  • anti immigration  • anti Muslim, Jew, Catholic  • pro pedophilia  • pro sex trafficking   • pro pollution  • anti Free & Open Voting  • anti Protecting Voting  • anti #LGBT",1
"#DoctorsFightBack | The incident happened on 10th and today is the 14th. What has been done? The hostels have been trespassed upon, the protestors have been threatened: Dr Swati, Media Representative, Resident Doctors Association, AIIMS https://t.co/58lt36RucK",0
@artporns . @BryanCranston is just a tired Leftist made rich by exploiting violence and glamorizing misery (and smoking). #Douchebag,1
"Cow in Hinduism:

Eating Beef (Cow Mata) allowed in Hinduism.
Rigveda (10/85/13) declares, “On the occasion of a girl’s marriage oxen and cows are slaughtered.” 
Rigveda (6/17/1) states that “Indra used to eat the meat of cow, calf, horse and buffalo.” 
Manusmriti (Chapter 5 / Verse 30) says, “It is not sinful to eat meat of eatable animals, for Brahma has created both the eaters and the eatables.”
Maharishi Yagyavalkya says in Shatpath Brahmin (3/1/2/21) that, “I eat beef because it is very soft and delicious.”
Apastamb Grihsutram (1/3/10) says, “The cow should be slaughtered on the arrival of a guest, on the occasion of ‘Shraddha’ of ancestors and on the occasion of a marriage.”
Vashistha Dharmasutra (11/34) writes, “If a Brahmin refuses to eat the meat offered to him on the occasion of ‘Shraddha’ or worship, he goes to hell.”",1
Anuj and Porinju of the view that markets will make a new high before the budget,0
@ICC please change the cup design as below for the 2019 edition #ShameOnICC #Shame #CWC19 #CWC2019 #CWC #CricketKaCrown https://t.co/TI3BwxC8g4,1
@Securitee1 @TheStaukBox @DidnTrump @lou_bruette @Bubbaflaco @Qhappiness17 @booda_cat @BustTheGop @wotrwokr @drewand1212 @skeeduu @WVLiberalVoter @juliefpc @HindleyDan @JandFinthecity @Vickie627 @RoseWoo15096108 @JeffHarperArt @SagArcher @ColePratt88 @Trumpbane1969 @kellyannegoebb @v1llageldiot @UnimpressedTX @ThatsMyDog8 @catcatdean @misscalliecat @perrisgirl1 @bushie200 @TomiLsForehead @joesch1996 @NikkythaBee @ChiefLizWarren @NowComesPain @oh_marple @shrekthepunk @jukieisme @thinksolon @MrFly187 @WalkedAwa @susan_artiga @MAGAQ17Nuggets @GTexian @DjtZulu @Vanns40 @thebigjman57 @jaded4evr_smh @Kevin84500028 @DogsBCool @cbowling4512 The fact that you don’t know who they are speaks volumes about you.     #Douchebag,0
No! All assembly elections could be held together but holding them with Lok Sabha is a huge mistake!,0
"Good morning @RealDonaldtRUMP, have a nice sleep you fucking bitch? #maga #FOXNews #FuckTrump @GOP #WednesdayWisdom https://t.co/5L5mWnTlzv",1
"@realDonaldTrump Even #SarahHuckabeeSanders is tired of #TrumpLies as #TrumpLiesMatter     #TrumpIsATraitor &amp; is #DonTheCon     #JohnMcCainDay     @JoeBiden @ewarren @BernieSanders     #TrumpResignNow  #TrumpCrimeFamily leaving    Mitch McConnell, Too, Welcomes Russian Interference https://t.co/fPszDLVNdM",1
"real picture of so called secular  india, muslims r not allowed to practice their religion,  jinnah was right about two nation theory",1
Whose airport look do you like the most? Let us know in the comments below.,0
"@realDonaldTrump Wrong, we are fighting for the life of our Nation as it is being torn asunder by a secret invasion led by Russian influences and literal NAZIs.    #FuckTrump #ImpeachTrumpNow #TrumpTreason #TrumpCrimeFamily #TrumpTraitor",0
you peoiple has helped to divide India based oin religion and made Muslism country and destroyed India ---do not give lecture in Sanghi ok.,1
Seems like Indian express hasn't seen the video...idiots!,1
no 1 team hahahaha,0
Rahul sir u r very good analysis. U r very great bussinessman.,0
India went to play the world cup not on war. It's better to follow the rule of ICC and stay away from controversy to be focused on game..!!    #BCCI #BalidanBadge #DhoniKeSaathDesh #DhoniKeepsTheGlove,0
"Didnt Gandhi say that ..... eye for an eye. 

I think ppl in Pak respect Gandhi more then in India.

Some thing is wrong with the picture :/",0
Watching unprecedented love for Amma I can't believe on my eyes.,0
"Jokes aside, it is a serious yet solvable issue...our aim was to help bring this to your notice...:)
Thanks for watching and Commenting Suvarna Kulkarni :)",0
"Duplicate is always a duplicate..
Betrayer Anna ..
Anna fooled the nation ..An agent of BJP..
Where is his satyagraha..
Where is Lokpal...",1
Keep talking Donald. #ImpeachtheMF #FuckTrump #maga #FOXNews @GOP https://t.co/gmAg19WNFz via @HuffPostPol,0
"Fool.... 
Not even your government is not worth to print notes with out mistake. 
What hard work is this",1
"Who started it 😀😀😀😀😀dawood, owasi are one side of coin, other side is yogi, prachi,etc😀😀😀😀😀😀.",0
@realDonaldTrump Market crash or cultural death of America?  I choose taking my chances with a market crash!  You are obviously in a panic 18 months ahead of the election! Bad place to be so early!  #Trump #Trump2020 #MAGA #TrumpIsATraitor,0
Nonsense it will better check on Google rather wasting time and kb.,1
"Dhoni will have to remove dagger insignia from gloves, says ICC  #IndiaWithDhoni #DhoniKeSaathDesh #DhoniKeepsTheGlove #BCCI https://t.co/LYpsKNvfmj",0
"@JohnnyMercerUK It would be irresponsible for Tory MPs to opt for #BorisJohnsonShouldNotBePM, perhaps more irresponsible than holding a 50% threshold referendum.  For the Country’s and Party’s sake please go for @RoryStewartUK!",0
This would be the first time in the history of Nobel Prize that a bitch's name is being proposed along with HUMANS...!,1
don't expect him to pay the bill ... just ask anyone wbo's ever done business with him. #fucktrump #NoGOP2020 https://t.co/013lPyDCof,0
if nothing comes out from rbi or goverment ..u think psu banks can again fall hard? and again dont u think cnbc is over hyping the ststaement of mr.jaitley,0
"Shahzeb Hassan: the LOC is not fenced at all locations. 
Also, after what they did with Capt Saurabh Lt. Saurabh Kalia and so many others of our soldiers, one can only go by what one sees. This is NO way to treat even your worst enemies, come what may. 

I cried when there was a school attack in Pak: How can anyone justify that? But that same level of outcry, never seen from the other side.",1
@TIME Oh yeah because he’s an honest guy... #murderer #torturer #evil #despicable,0
"we dont have time for such issues, we are busy saving cows.",1
We will see a new battle btwn Tata sons and shapoorjees..,0
If people get more money withdrawals then it is impossible to get more money to people who r stocking huge and crore of bundle,1
sir bhakt r redy to join armed forces whnevr nation need dm,1
Cnbc is owned by Reliance/ Ambani....so you should  appreciate the courage to write about the demerits of demonetisation,0
How come u gave tax exempt to political pupil what is the use doing all ?,1
#GandiNaaliAbuse -  Abuse is the last resort of scoundrels and in this case - electorally defeated scoundrels.,1
hes true i support him Azaan shud be banned so that peace remains in India,1
"good work kenya , croatia , uzbek , armenia , mongolia , jamaica , hungary ....sports people are universal citizen do not have boundaries",0
It is a grand step.,0
Politicians are like diapers. They need to be changed often and for the same reason.,1
India is not join because India have already many mega project which is greater than cpec for India (like direct trade with other countries and make in India project.....and India have not much profit in cpec ),0
Weather forecast before big tournaments are the basic things which is not done by @ICC also the worst umpiring is not seen.. coz @ICC is too busy arguing about @msdhoni's gloves! WOW great right!!! .. Aga icc padhavi vilaga vendrum😂😂  #DhoniKeepsTheGlove   #ICCWC2019,0
Will Consuming almonds and a glass of milk help improve memory power,0
